MB_num_2006  CAU_num_2006  NZDep2006  NZDep_score_2006  UR_pop_2006  
0224229      513521                  6               998          264
0224230      513522                  1               881          201
0224231      513522                  2               901          321
0224232      513521                 10              1242          207
0224233      513521                  9              1081          213
0224234      513521                  2               901          204
0224235      513521                  7              1010          168
0224236      513521                  9              1093          180
0224237      513521                  9              1112          168
0224238      513521                  6               992          210
0224239      513521                  8              1045          147
0224240      513521                  7              1014          111
0224241      513521                  7              1014           69
0224242      513521                  7              1015          126
0224303      513511                  6               998          111
0224304      513511                 10              1200          159
0224305      513511                  8              1043          135
0224306      513511                  3               926            9
0224307      513511                  4               939           96
0224308      513511                  3               932           72
0224309      513511                  9              1099           84
0224310      513511                  4               939           84
0224311      513511                  9              1099           81
0224312      513511                  3               932           69
0224313      513511                  3               926           63
0224314      513511                  3               926           39
0224315      513511                  4               939           87
0224403      513530                  5               974           78
0224404      513530                  5               974          204
0224405      513530                  5               965          273
0224406      513530                  7              1006          327
0224407      513530                  6               984          189
0224408      513530                  7              1012          282
0224501      513530                  6               993            0
0224502      513530                  6               993          162
0224600      513530                  6               980          132
0224700      513530                  5               956          225
0224800      513512                  2               912           99
0224900      513512                  6               990          201
0225000      513512                  6               994          195
0225100      513512                  5               962          135
0225201      513512                  5               958          198
0225202      513512                  5               958           63
0225302      513512                  8              1054          216
0225303      513512                  9              1127           33
0225304      513512                  5               972          240
0225305      513512                  9              1105          195
0225401      513512                  5               974          159
0225402      513512                  6               976          174
0225501      513512                  7              1008          219
0225502      513512                  9              1127          108
0225600      513512                  7              1002          222
0225701      513512                  6               999            0
0225702      513512                  8              1059          201
0225802      513530                  9              1097          285
0225804      513530                 10              1164          114
0225805      513530                  7              1009          111
0225806      513530                  6               991          114
0225807      513530                 10              1178          138
0225808      513530                 10              1234          132
0225809      513530                 10              1234           60
0225901      513530                  3               921          228
0225902      513530                  3               933          288
0226002      513530                  7              1018          234
0226003      513530                 10              1170          246
0226004      513530                  7              1008          336
0226005      513530                  9              1097          252
0226006      513530                  1               879          162
0226103      513530                  4               938          123
0226104      513530                  5               964          153
0226105      513530                  2               916          120
0226106      513530                  9              1077          153
0226107      513530                  8              1042          150
0226108      513530                  8              1042           93
0226200      513530                  6               999          171
0226301      513530                 10              1174           57
0226302      513530                  8              1052          150
0226303      513530                 10              1174          129
0226400      513610                  5               970          165
0226501      513701                  5               969           72
0226502      513610                  5               969          228
0226601      513620                  1               866          120
0226602      513620                  2               905          228
0226700      513620                  5               968          276
0226800      513620                  7              1028          111
0226901      513620                  8              1040            9
0226902      513620                  8              1040          207
0226903      513620                  8              1048          303
0227004      513631                  3               923          297
0227005      513631                  6               989           69
0227006      513631                  6               989          165
0227008      513631                  5               964          117
0227009      513631                  9              1080          204
0227010      513631                  6               995          174
0227011      513631                  6               981          171
0227012      513631                  7              1021          120
0227101      513631                  8              1064          333
0227102      513631                  8              1046          267
0227203      513631                  4               950          105
0227204      513631                  4               950           48
0227205      513631                  6               996          156
0227206      513631                  6               975          144
0227301      513631                  8              1033          231
0227303      513631                  9              1075          204
0227304      513631                  9              1074          204
0227305      513631                  7              1011          186
0227400      513631                  9              1111          453
0227500      513631                  8              1041          222
0227601      513631                  9              1134          261
0227602      513631                  9              1134           51
0227701      513631                 10              1145          189
0227702      513631                  8              1053          372
0227801      513631                 10              1208          105
0227802      513631                  9              1125          147
0227803      513631                  5               972          150
0227804      513631                  6               989          144
0227900      513632                  6               994          126
0228000      513632                  9              1079          219
0228101      513632                  7              1012          171
0228102      513632                  5               964          210
0228202      513632                  9              1079           48
0228205      513632                  7              1029          156
0228206      513632                  5               956          120
0228207      513632                  8              1044          141
0228208      513632                  8              1035          156
0228300      513632                  6               979          120
0228400      513632                  5               966          177
0228500      513632                  4               951          138
0228600      513632                  4               938          132
0228701      513632                  9              1080          105
0228702      513632                  5               971          156
0228703      513632                  7              1008          123
0228801      513632                  7              1011          180
0228802      513632                  8              1033          222
0228900      513632                 10              1192          216
0229001      513632                  7              1019          129
0229002      513632                  5               973          126
0229003      513632                  8              1069          129
0229004      513632                  9              1121          108
0229100      513632                  9              1085          159
0229200      513632                  4               948           99
0229300      513632                  6               997          177
0229400      513701                  3               925          174
0229500      513701                  2               917           87
0229600      513701                  2               915          120
0229701      513701                  6               992           72
0229702      513702                  6               992          111
0229800      513701                  2               917          117
0229900      513702                  4               951          246
0230001      513702                  5               969           93
0230002      513702                  5               969          123
0230003      513702                  4               950          135
0230100      513702                  4               941          138
0230200      513301                  8              1053            0
0230301      513301                  8              1053            6
0230302      513301                  8              1053            9
0230401      513301                  8              1053           21
0230402      513301                  8              1053            3
0230500      513301                  8              1053          258
0230601      513301                  6               994            3
0230602      513301                  6               994            0
0230701      513302                  6               994            6
0230702      513302                  6               994            0
0230801      513302                  6               994            0
0230802      513302                  6               994          129
0230900      513302                  8              1059          171
0231001      513302                  6               993           36
0231002      513302                  6               993          135
0231003      513302                  5               962          198
0231100      513302                  7              1026          153
0231200      513302                  8              1033          102
0231300      513302                  7              1000           87
0231400      513302                  7              1000           90
0231500      513302                  7              1012           84
0231600      513302                  7              1012           87
0231700      513301                  8              1048          255
0231800      513301                  8              1051          276
0231900      513301                  8              1039          123
0232001      513301                  9              1079          117
0232002      513301                  2               912          114
0232003      513301                  9              1120          168
0232101      513301                  6               975          132
0232102      513301                  8              1039           36
0232201      513302                  9              1110           48
0232203      513302                 10              1186          147
0232204      513302                  8              1039          186
0232205      513302                  9              1110           75
0232300      513302                  7              1027          180
0232400      513302                  9              1109          144
0232501      513302                  7              1010           51
0232502      513302                  7              1010           69
0232503      513302                  7              1010           27
0232600      513302                  8              1067          186
0232700      513302                  7              1006          177
0232800      513302                  9              1108          117
0232900      513302                  9              1079          135
0233000      513302                  9              1078           72
0233101      513302                  9              1082          135
0233102      513302                  8              1040          156
0233103      513302                  9              1082           96
0233200      513302                  9              1078          138
0233300      513302                  5               954          243
0233400      513302                  8              1035          285
0233500      513301                  8              1071          123
0233600      513301                  9              1101          144
0233700      513301                  8              1053          192
0233800      513301                  9              1120          141
0233900      513301                  9              1086          195
0234000      513302                  9              1113          183
0234100      513302                  9              1119          198
0234200      513302                  9              1081          225
0234300      513301                  9              1120          309
0234400      513301                  8              1055          318
0234500      513301                  9              1090          114
0234600      513301                  8              1066          114
0234700      513301                  8              1058          105
0234800      513301                  7              1024          123
0234900      513301                  8              1040          135
0235002      513211                  9              1087          246
0235003      513211                  9              1075          240
0235005      513211                  6               979          123
0235006      513211                  6               979           72
0235007      513211                  8              1054          204
0235008      513211                  9              1133          162
0235009      513211                  9              1079          192
0235100      513213                 10              1179          423
0235200      513213                  9              1092          261
0235300      513213                  9              1084          309
0235400      513212                  7              1009          168
0235501      513212                  7              1021          147
0235502      513212                 10              1171          282
0235600      513212                  8              1043          189
0235705      513212                  8              1046          138
0235706      513211                 10              1166          135
0235710      513212                  9              1088          258
0235711      513212                  8              1052          153
0235712      513212                  5               964          201
0235713      513211                  9              1082          186
0235714      513212                 10              1166           84
0235715      513212                  9              1124          204
0235716      513212                  9              1081          150
0235717      513211                  8              1055          207
0235718      513211                 10              1145          189
0235720      513212                  9              1105          168
0235721      513212                  8              1033          177
0235722      513211                 10              1212          150
0235723      513211                  9              1074           78
0235724      513211                  9              1074          129
0235800      513213                 10              1178          273
0235902      513213                  9              1090          450
0235903      513213                  9              1130          255
0235904      513213                  8              1051          183
0236001      513213                  9              1087          138
0236002      513213                  9              1116          132
0236003      513213                 10              1254          168
0236004      513213                  8              1071          159
0236005      513213                  7              1023          216
0236006      513213                  7              1023           63
0236100      513220                  8              1070          201
0236201      513214                  5               968          360
0236202      513214                  5               968           24
0236301      513214                  6               980           27
0236302      513214                  6               980          255
0236400      513214                  8              1057          288
0236500      513214                  8              1031          216
0236601      513220                  6               975          561
0236603      513220                 10              1205          222
0236605      513220                  1               898          141
0236606      513220                  2               905          141
0236607      513220                  8              1035          147
0236608      513220                  8              1035           75
0236701      513220                  7              1013          282
0236703      513220                  2               900          189
0236704      513220                  2               904          123
0236705      513220                  3               929          279
0236707      513220                  3               923           66
0236708      513220                  3               923           63
0236709      513220                  3               921          105
0236710      513220                  3               921           90
0236711      513220                  4               940           42
0236712      513220                  3               925          165
0236713      513220                  4               937          129
0236714      513220                  4               940           33
0236715      513220                  4               937           69
0236801      513220                  6               976          291
0236802      513220                  3               928          108
0236803      513220                  1               894          324
0236804      513220                  4               944          174
0236809      513220                  4               945           90
0236810      513220                  5               963          141
0236811      513220                  5               957          111
0236812      513220                  4               945           81
0236813      513220                  5               957           93
0236814      513220                  7              1021          129
0236815      513220                  5               968            0
0236816      513220                  4               952           96
0236817      513220                  5               968           63
0236818      513220                  4               952           81
0236819      513220                  2               911           12
0236820      513220                  3               934          117
0236821      513220                  1               897          132
0236822      513220                  2               911           87
0236823      513220                  2               911           18
0236824      513220                  3               934           99
0236825      513220                  5               968           66
0236826      513220                  2               910          102
0236827      513220                  3               918          126
0236900      513220                  2               911           60
0237000      513220                  4               940           42
0237100      513702                  4               941           15
0237203      513702                  2               900          234
0237204      513702                  2               900          135
0237205      513702                  1               894          276
0237206      513702                  1               890          114
0237207      513702                  2               908          162
0237208      513702                  3               921          120
0237301      513100                  2               904          231
0237302      513100                  1               896          207
0237303      513100                  1               896           57
0237401      513100                  5               956          165
0237402      513100                  5               956            0
0237501      513100                  5               956           69
0237502      513100                  5               956            9
0237600      513100                  7              1002          192
0237700      513100                  5               967           84
0237800      513100                  2               904          183
0237901      513100                  5               967          111
0237902      513100                  2               903          111
0238001      513100                  5               963          198
0238002      513100                  8              1042          189
0238100      513100                  4               950           75
0238200      513100                  8              1062           30
0238301      513100                  4               945          189
0238302      513100                  4               945           27
0238400      513214                  7              1009          423
0238500      513214                  8              1062          564
0238600      513100                  3               931          132
0238701      513214                  4               950          279
0238702      513100                  2               915          129
0238800      510700                  8              1040          225
0238900      510700                  7              1001           75
0239000      510700                  8              1038          144
0239100      510700                  8              1071          270
0239200      510700                  8              1048          168
0239300      510700                  7              1025          261
0239400      510700                  7              1001          123
0239501      510700                  8              1046           57
0239504      510700                  4               940          105
0239505      510700                  1               880          165
0239506      510700                  4               947           96
0239507      510700                  6               992           81
0239508      510700                  4               947          126
0239509      510700                  6               992           99
0239510      510700                  8              1046           57
0239511      510700                  8              1046           33
0239600      510700                  7              1018           75
0239700      510700                  7              1018          111
0239801      510700                  3               928          129
0239802      510700                  4               946          123
0239803      510700                  9              1134          390
0239900      510700                  9              1092            6
0240000      510700                  9              1111          141
0240101      510700                  5               970          159
0240102      510700                  5               970           18
0240200      510700                  8              1055           99
0240300      510700                  8              1034          336
0240401      510700                  7              1003          144
0240402      510700                  7              1003           18
0240502      510700                  3               928          123
0240503      510700                  8              1062          180
0240504      510700                  8              1062           30
0240505      510700                  6               990          144
0240601      510700                  7              1016           54
0240602      510700                  7              1024           84
0240603      510700                  7              1016           57
0240604      510700                  7              1024           57
0240700      510700                  8              1055          222
0240800      510700                 10              1158          177
0240900      510700                 10              1158           93
0241000      510700                  4               940          144
0241100      510700                  5               955          111
0241200      510800                  9              1091          105
0241300      510800                  9              1091           51
0241400      510800                  8              1055           84
0241500      510800                 10              1141          129
0241600      510800                 10              1141            3
0241700      510800                  7              1019           69
0241800      510800                 10              1187          120
0241900      510800                 10              1186          222
0242000      510800                 10              1147           15
0242100      510800                 10              1147          198
0242200      510800                  9              1073          189
0242300      510800                  9              1090          132
0242400      510800                  8              1040           96
0242501      510800                  8              1040           18
0242502      510800                  9              1075          195
0242600      510800                  9              1083          165
0242700      510800                  9              1092            0
0242800      510800                  9              1092            0
0242900      510800                  9              1092            0
0243000      510800                  9              1092            0
0243100      510800                  9              1092            3
0243200      510800                  9              1092            3
0243300      510800                  9              1089          144
0243400      510800                  9              1092           78
0243501      510800                  7              1003          120
0243502      510800                  7              1003           96
0243600      510800                  6               978          144
0243700      510800                  7              1019           99
0243800      510800                  9              1092           57
0243900      510800                  5               972          192
0244001      510800                  8              1069          195
0244002      510800                  8              1069           75
0244100      510800                  8              1045          210
0244200      510800                  8              1038          189
0244300      510800                  7              1026          255
0244400      510800                  7              1019          192
0244500      510800                  8              1048          171
0244600      510800                  7              1019           12
0244700      512202                  9              1077          108
0244800      512202                  6               978          132
0244900      512201                  6               978           72
0245000      512201                  8              1037          216
0245100      512202                  7              1009          183
0245200      512202                  8              1061          147
0245300      512202                  8              1049          156
0245400      512201                  7              1018          174
0245500      512201                  4               949          126
0245600      512202                  8              1046          135
0245700      512202                  8              1051          156
0245800      512202                  7              1016          183
0245900      512202                  8              1038          168
0246000      512202                  8              1049          147
0246103      512202                  8              1049           39
0246105      512202                  2               915           93
0246106      512202                  2               915           75
0246107      512202                  4               952          153
0246108      512202                  8              1049          165
0246109      512202                  8              1049           45
0246200      512202                  6               988          156
0246300      512202                  8              1049          153
0246400      512201                  7              1011          105
0246500      512201                  8              1050          108
0246601      512201                  6               985           90
0246602      512201                  6               985           51
0246700      512201                  5               957          123
0246800      512201                  6               985           87
0246900      512201                  5               957          180
0247000      512201                  8              1055           87
0247100      512201                  6               983          108
0247200      512201                  6               983           81
0247300      512201                  8              1055          144
0247400      512201                  6               982          150
0247500      512201                  7              1016          168
0247600      512201                  7              1026          105
0247700      512201                  7              1012          111
0247800      512201                  8              1034          183
0247900      512201                  9              1088          165
0248000      512201                  8              1040           66
0248100      512201                  8              1040          114
0248200      512202                  7              1017          123
0248300      512202                  7              1017           72
0248400      512202                  5               969          132
0248500      512202                  9              1083          129
0248600      512202                  6               987          108
0248700      512202                  8              1043          162
0248800      512202                  8              1047          129
0248900      512202                  6               997          120
0249001      512202                  6               989          195
0249002      512202                  4               939          582
0249003      512202                  3               925          258
0249100      512300                  3               928          102
0249200      512300                  8              1066           87
0249300      512300                  5               966          174
0249400      512300                  8              1066          135
0249500      512300                  5               971          186
0249600      512300                  5               973          186
0249700      512300                  6               995           96
0249800      512300                  6               995          120
0249900      512300                  5               954           99
0250000      512300                  5               954           93
0250101      512300                  5               955            0
0250102      512300                  6               984          102
0250103      512300                  2               910          135
0250104      512300                  6               984           99
0250105      512300                  5               955           39
0250106      512300                  4               943           60
0250107      512300                  5               955           57
0250108      512300                  4               943           60
0250109      512300                  2               916          105
0250110      512300                  5               955           51
0250200      512300                  7              1012           75
0250300      512300                  6               986          108
0250400      512300                  5               972          138
0250500      512300                  6               983           84
0250600      512300                  6               983          114
0250700      512300                  8              1059          117
0250800      512300                  8              1059           66
0250900      512300                  7              1009          135
0251000      512300                  8              1037          117
0251101      512300                  1               863           96
0251102      512300                  1               863           54
0251103      512300                  2               901          126
0251200      512300                  3               934          135
0251300      512300                  8              1043          120
0251400      512300                  8              1043           99
0251500      512300                  6               996          159
0251600      512300                  7              1012          102
0251700      512300                  7              1028          186
0251800      512300                  6               999          105
0251900      512300                  8              1040          159
0252000      512300                  6               983          180
0252100      512402                  7              1013          141
0252200      512402                  7              1006          144
0252300      512402                  5               966          126
0252400      512402                  5               958          135
0252500      512402                  6               981          186
0252600      512402                  8              1058          219
0252700      512401                  5               965          144
0252800      512401                  4               949           87
0252900      512401                  4               949           90
0253000      512401                  4               943          120
0253100      512401                  6               992          153
0253200      512401                  6               998          168
0253300      512401                  4               952          135
0253400      512401                  6               987          144
0253501      512401                  7              1005          174
0253502      512401                  4               952           27
0253600      512402                  8              1048          135
0253700      512402                  6               999           84
0253800      512402                  6               977          132
0253900      512402                  6               999            9
0254000      512402                  4               948          141
0254100      512402                  4               936          120
0254200      512402                  3               921          165
0254301      512402                  7              1005          105
0254302      512402                  7              1005           57
0254400      512402                  7              1009          135
0254500      512402                  6               980          177
0254600      512402                  1               893          135
0254700      512402                  4               952           93
0254800      512402                  4               952          129
0254900      512402                  2               916          135
0255000      512402                  2               915          171
0255100      512402                  4               952          183
0255200      512401                  6               992          177
0255300      512401                  9              1103          138
0255400      512401                  7              1016          102
0255500      512401                  8              1045          228
0255600      512401                  7              1012          177
0255700      512401                  7              1023          168
0255800      512401                  6               995          147
0255900      512401                  7              1023           75
0256000      512401                  7              1018           69
0256100      512401                  7              1018          141
0256200      512402                  6               974          141
0256300      512402                  3               920          189
0256400      512402                  2               900          117
0256500      512402                  6               978          168
0256600      512401                  7              1001          144
0256700      512401                  7              1023           84
0256801      512401                  7              1023           48
0256802      512401                  7              1023           81
0256900      512401                  7              1010          177
0257000      512500                  7              1029          309
0257100      512500                  8              1060          189
0257201      512500                  7              1001           96
0257202      512500                  7              1001           45
0257203      512500                  7              1001           30
0257300      512500                  9              1109          105
0257400      512500                  5               972          207
0257500      512500                  8              1047          219
0257601      512500                  5               968           87
0257602      512500                  5               968           30
0257701      512402                  6               984           90
0257702      512500                  6               984          198
0257800      512500                  9              1075          138
0257900      512500                  8              1050          186
0258001      512500                  7              1009          138
0258002      512500                  7              1029          216
0258100      512500                  7              1023          198
0258200      512500                  7              1010          285
0258300      512500                  7              1012          120
0258400      512500                  7              1030          117
0258500      512500                  1               891          162
0258600      512500                  6               986           93
0258700      512500                  6               986          150
0258801      512500                  5               955          165
0258802      512500                  5               955           30
0258901      512500                  2               908           36
0258902      512500                  2               908           93
0259000      512500                  6               987          135
0259100      512500                  9              1105          180
0259200      512500                  6               984          159
0259300      512500                  2               913          171
0259400      512500                  8              1032          258
0259501      512500                  2               902           87
0259502      512500                  5               968          231
0259601      512500                  8              1043           78
0259602      512500                  8              1043           33
0259700      512500                  7              1017          105
0259800      512500                  2               902           69
0259900      512500                  7              1010          123
0260000      512500                  7              1008          111
0260100      511402                  7              1029          123
0260200      511402                  6               979          189
0260300      511402                  5               971          189
0260400      511402                  5               966          207
0260500      511402                  8              1059           99
0260600      511402                  7              1030           81
0260700      511402                  7              1030           69
0260800      511902                  6               985           66
0260901      511402                  6               985           60
0260902      511402                  6               985           21
0261000      511402                  6               985           75
0261100      511402                  3               931          171
0261201      511402                  6               996          138
0261202      511402                  6               996           48
0261300      511402                  6               991          168
0261401      511402                  6               987          111
0261402      511402                  6               985          129
0261403      511402                  6               987           99
0261501      511402                  8              1061          129
0261502      511402                  9              1105           21
0261503      511402                  9              1105          102
0261504      511402                  9              1105           36
0261601      511402                  7              1012           12
0261602      511402                  7              1012           66
0261603      511402                  7              1012          102
0261700      511402                  6               986          189
0261801      511402                  8              1042           27
0261802      511402                  8              1042          120
0261803      511402                  8              1042           69
0261900      511401                  6               976          210
0262001      511401                  4               938          153
0262002      511401                  6               982          117
0262003      511401                  8              1066          129
0262100      511402                  7              1002          195
0262201      511402                  7              1002           42
0262202      511402                  7              1002           54
0262301      511402                  6               986           54
0262302      511402                  6               986           57
0262401      511402                  7              1002           84
