MB_num_2006  CAU_num_2006  NZDep2006  NZDep_score_2006  UR_pop_2006  
2110006      574900                  2               906           51
2110007      574900                  2               906           75
2110008      574900                  2               912          108
2110101      574900                  3               933          150
2110102      574900                  3               933           39
2110103      574900                  3               933           21
2110200      574900                  6               994          102
2110301      574900                  4               949           93
2110302      574900                  4               949           99
2110400      574900                  1               899          126
2110500      574900                  3               930          165
2110601      574900                  4               936          111
2110602      574900                  5               962            0
2110700      574900                  5               962           93
2110800      575000                  1               875           75
2110900      575000                  1               875          111
2111000      575000                  2               914          162
2111100      575000                  4               941          141
2111200      575000                  4               938          228
2111300      575000                  3               923          108
2111401      575000                  3               923            6
2111402      575400                  3               923            0
2111500      575000                  2               907          129
2111600      575000                  1               882            6
2111700      575000                  1               882           81
2111800      575000                  1               882           18
2111900      575000                  1               890          114
2112000      575000                  1               884          105
2112101      575000                  3               928          123
2112102      575000                  3               928           87
2112200      575000                  1               867          120
2112300      575000                  4               943          162
2112400      575000                  1               887          159
2112500      575000                  1               881           90
2112600      575000                  1               881           54
2112700      575000                  1               887           99
2112800      575000                  1               892          159
2112900      575000                  1               879          156
2113000      575000                  1               896           75
2113100      575000                  1               896           78
2113201      575000                  1               887           39
2113202      575000                  1               887           21
2113301      575000                  4               937           30
2113302      575000                  4               937           60
2113400      575000                  3               920          120
2113500      575000                  1               857           72
2113600      575000                  4               937           54
2113700      575000                  1               857           60
2113800      575000                  1               865           87
2113900      575000                  1               863          117
2114000      575000                  1               865           69
2114100      575000                  1               883          108
2114200      575100                  3               929           60
2114300      575100                  3               929           84
2114400      575100                  2               915          147
2114500      575100                  1               874          102
2114600      575100                  1               888          135
2114700      575100                  1               889          141
2114800      575100                  4               936          114
2114900      575100                  1               894          126
2115000      575100                  1               881          135
2115100      575100                  1               892           87
2115200      575100                  1               892           27
2115301      575100                  7              1010          144
2115302      575100                  1               898           99
2115303      575100                  1               898           66
2115400      575100                  3               925          108
2115500      575100                  3               919          129
2115601      575100                  1               886          144
2115602      575100                  1               897          180
2115700      575100                  1               893          108
2115800      575100                  1               892          126
2115900      575100                  1               893           78
2116000      575100                  5               971           60
2116100      575100                  2               903          156
2116200      575100                  3               932          141
2116303      575100                  6               986          249
2116304      575100                  4               937           87
2116305      575100                  2               908          120
2116306      575100                  2               903          180
2116307      575100                  2               906          117
2116308      575100                  4               937          114
2116309      575100                  6               984          213
2116310      575100                  8              1059          135
2116400      577700                  1               873           15
2116500      577700                  4               941          147
2116600      577700                  4               941          138
2116700      577700                  4               937           33
2116801      577700                  4               937           69
2116802      577700                  4               937            3
2116900      577700                  1               879           93
2117002      574200                  1               865            0
2117003      577700                  1               865          195
2117004      574401                  1               865            0
2117100      572900                  3               927           45
2117200      572900                  3               927           18
2117300      572900                  3               927           18
2117400      572900                  3               927            0
2117500      572900                  4               943          126
2117600      572900                  3               925          135
2117700      572900                  1               878           21
2117800      572900                  4               938           39
2117900      572900                  3               927           30
2118000      572900                  4               939          171
2118100      572900                  3               927           60
2118200      572900                  4               938           93
2118300      572900                  4               940          201
2118400      572900                  3               922           39
2118500      572900                  3               931            6
2118600      572900                  3               931            9
2118700      572900                  3               931           30
2118800      572900                  3               931            6
2118900      572900                  3               931           39
2119000      572900                  3               931           33
2119100      572900                  6               977            6
2119200      572900                  6               977           45
2119300      572900                  7              1016          105
2119400      572900                  6               977           33
2119500      572900                  6               977            0
2119600      572900                  6               977           36
2119700      572900                  5               967           27
2119800      572900                  5               967            0
2119900      572900                  5               967           15
2120000      572900                  5               967           78
2120100      572900                  5               967           45
2120200      572900                  5               962           30
2120300      572900                  2               904           84
2120400      572900                  5               962           93
2120500      572900                  3               927           99
2120600      572900                  3               934           66
2120700      572900                  6               985          126
2120800      572900                  3               934           87
2120900      572900                  4               950          138
2121000      572900                  3               926          159
2121100      572900                  7              1009           30
2121200      572900                  7              1009          144
2121300      572900                  7              1009            3
2121400      572900                  7              1009            0
2121500      572900                  7              1009            0
2121600      572900                  5               956          108
2121700      572900                  4               943           81
2121800      572900                  4               943           48
2121900      572900                  6               985           69
2122000      572900                  4               947           18
2122100      572900                  4               947            0
2122200      572900                  4               947            0
2122300      572900                  4               947           27
2122400      572900                  4               947           63
2122500      572900                  6               985          147
2122600      572900                  4               947            0
2122700      572900                  4               947            0
2122800      572900                  4               947            0
2122900      572900                  4               941           99
2123000      572900                  3               926          105
2123100      572900                  2               899           99
2123200      572900                  5               967           78
2123300      572900                  5               967           87
2123400      572900                  4               949           81
2123500      572900                  4               936           99
2123600      572900                  4               949           69
2123700      573000                  5               970           66
2123800      573000                  5               970            0
2123900      573000                 10              1246          237
2124000      573000                  5               970            6
2124100      573000                  5               970            0
2124200      573000                  5               970            0
2124300      573000                  4               943          129
2124400      573000                  5               970            9
2124500      573000                  5               970          123
2124600      573000                  5               970            0
2124700      573000                  5               970            3
2124800      573000                  9              1126          237
2124900      573000                 10              1144          261
2125000      573000                  8              1047           12
2125100      573000                  8              1047            0
2125200      573000                  8              1047            0
2125300      573000                  8              1047            3
2125400      573000                  8              1047            0
2125500      573000                  8              1047           21
2125600      573000                  8              1047           33
2125700      573000                  8              1047            3
2125800      573000                  8              1047           27
2125900      573000                  8              1047            3
2126000      573000                  8              1047            0
2126100      573000                  9              1121           21
2126200      573000                  8              1047            9
2126300      573000                  9              1121            0
2126400      573000                  7              1012          333
2126500      573000                  9              1121          162
2126600      573000                  8              1047           54
2126700      573000                  6               978          147
2126800      573000                  9              1121           24
2126900      573000                  7              1004          108
2127000      573000                  8              1047           39
2127100      573000                  8              1047            0
2127200      573000                  6               993           90
2127300      573000                  8              1047            6
2127400      573000                  8              1047            3
2127500      573000                  8              1047            0
2127600      573000                  9              1073          105
2127700      573000                  9              1073           57
2127800      573000                  9              1073            0
2127900      573000                  8              1040           93
2128000      573000                  8              1040          105
2128100      573000                  8              1040            6
2128200      573000                  5               967          153
2128300      573000                  8              1068           24
2128400      573000                  8              1068          147
2128500      573000                  8              1068           15
2128600      573000                  8              1068           42
2128700      573000                  8              1068          111
2128800      573000                  8              1068          162
2128900      573000                  7              1025          120
2129000      573000                 10              1500          141
2129100      573000                  7              1004            6
2129200      573000                  7              1004           66
2129300      573000                  5               969           57
2129400      573000                  5               969           69
2129500      573000                  5               967           96
2129600      573000                  5               967            0
2129700      573000                  6               988          183
2129800      573000                  6               998           54
2129900      573000                  6               998           36
2130000      573000                  7              1002           72
2130100      573000                  7              1002           72
2130200      573000                  7              1018           81
2130300      573000                  7              1017          108
2130400      573000                 10              1313          201
2130500      573000                  6               988          156
2130600      573000                  6               988            0
2130700      573000                  6               988           75
2130800      573101                  6               977           42
2130900      573101                  6               977            0
2131000      573101                 10              1176           15
2131100      573101                 10              1176          114
2131200      573101                  6               977          177
2131300      573101                  8              1056          135
2131400      573101                  7              1003          138
2131500      573101                  6               988          201
2131600      573101                 10              1255          270
2131700      573101                  9              1113           72
2131800      573101                  9              1113           39
2131900      573101                  5               959           33
2132000      573101                  5               959           30
2132100      573101                  5               959           63
2132200      573101                  8              1061           18
2132300      573101                  7              1028           27
2132400      573101                  8              1061            9
2132500      573101                  8              1061           12
2132600      573101                  8              1061            0
2132700      573101                  8              1061            9
2132800      573101                  8              1061           39
2132900      573101                  8              1061           12
2133000      573101                  7              1009            9
2133100      573101                  7              1009            0
2133200      573101                  9              1106          153
2133300      573101                  7              1009           39
2133400      573101                  6               992          267
2133500      573101                  7              1009           87
2133600      573101                  6               995          129
2133700      573101                  7              1003          105
2133800      573101                  7              1003           15
2133900      573101                  7              1003           15
2134000      573101                  7              1028            3
2134100      573101                  9              1110          273
2134200      573101                  7              1028           69
2134300      573101                  7              1028           18
2134400      573101                  7              1028           15
2134500      573101                  7              1028            9
2134600      573101                  9              1127          108
2134700      573101                  9              1127            0
2134800      573101                 10              1232          177
2134900      573101                  8              1033          297
2135000      573101                  9              1127            9
2135100      573101                  9              1127           72
2135200      573101                  5               974            3
2135300      573101                  5               974            0
2135400      573101                  5               974           27
2135500      573101                  5               974            0
2135600      573101                  7              1029          222
2135700      573101                  5               974           93
2135800      573101                  5               964            0
2135900      573101                  5               964           72
2136000      573101                  5               962          162
2136100      573101                  2               917           24
2136200      573101                  2               917           84
2136300      573101                  5               964          150
2136400      573101                  6               991          216
2136500      573101                  8              1052           60
2136600      573101                  8              1052           51
2136700      573101                  8              1052           21
2136800      573101                  8              1052            9
2136900      573101                  8              1052            3
2137000      573101                  8              1052            3
2137102      576800                                                 0
2137103      576800                                                 0
2137104      576903                                                 0
2137105      622101                                                 0
2137107      622101                                                 0
2137108      576904                                                 6
2137201      622101                                                 0
2137203      622101                                                 0
2137204      622101                                                 0
2137304      622202                                                 0
2137307      622000                                                 0
2137309      622202                                                 0
2137312      622101                                                 0
2137313      622101                                                 0
2137315      622202                                                 0
2137316      622202                                                 0
2137317      622202                                                 0
2137318      622202                                                 0
2137319      622202                                                 0
2137320      622202                                                 0
2137321      622202                                                 0
2137322      622101                                                12
2137323      573102                                                21
2137324      622101                                                 3
2137325      573102                                                 0
2137400      576600                  1               885           75
2137500      576600                  3               930          123
2137600      576600                  4               937          174
2137700      576600                  4               937           36
2137800      576600                  1               885           48
2137900      576600                  3               921          171
2138000      576600                  7              1006           84
2138100      576600                  2               902          120
2138200      576600                  3               933          147
2138300      576600                  3               931          132
2138400      573400                  1               888           60
2138500      573400                  3               930          108
2138600      573400                  1               888           81
2138700      573400                  8              1050           69
2138800      573400                  4               942          111
2138900      573400                  8              1050           63
2139000      573400                  6               995          126
2139100      573400                  3               933           33
2139200      573400                  3               933           57
2139300      573400                  3               932          132
2139400      573400                  5               971          105
2139500      573400                  5               961           87
2139601      573400                  5               961            0
2139603      573400                  2               917          120
2139604      573400                  2               917            0
2139700      573400                  6               997          126
2139800      573400                  5               960          126
2139900      573400                  6               980          123
2140001      573400                  5               956           24
2140002      573400                  7              1019          123
2140100      573400                  5               956           90
2140200      573400                  6               992          138
2140300      573400                  8              1032           60
2140400      573400                  8              1032           78
2140500      573400                  5               972          120
2140600      573400                  6               997           99
2140700      573400                  5               961          126
2140800      573400                  6               995          129
2140900      573400                  4               952           60
2141001      573400                  4               952          114
2141002      573400                  4               952            0
2141100      573400                  8              1032           81
2141200      573400                  8              1032            0
2141300      573400                  6               989          207
2141400      573400                  7              1000           93
2141500      573400                  7              1000          114
2141600      573400                  5               957           81
2141700      573400                  5               957          123
2141800      573400                  3               930           93
2141900      573400                  3               930           78
2142000      573400                  3               930           96
2142100      573400                  7              1000          108
2142200      573400                  5               956           72
2142300      573400                  5               956           75
2142400      573400                  6               983          180
2142500      573400                  1               899           87
2142600      573400                  5               962           99
2142700      573400                  5               962           21
2142800      573400                  8              1041          117
2142900      573400                  8              1064            6
2143000      573400                  8              1064           90
2143100      573400                  8              1064           84
2143200      573400                  2               906           72
2143300      573400                  2               906           24
2143400      573400                  5               968           12
2143500      573400                  5               968           54
2143600      573400                  5               968           75
2143700      573400                  5               968           69
2143800      573400                  5               964           69
2143900      573400                  7              1006          129
2144000      573400                  5               964          102
2144100      573300                  9              1077          411
2144200      573300                  8              1061          108
2144300      573300                  9              1114          114
2144400      573300                 10              1346          258
2144500      573300                 10              1206          390
2144600      573300                 10              1284          156
2144700      573300                  5               974           45
2144800      573300                 10              1246          270
2144900      573300                  5               974           27
2145000      573300                  7              1007          228
2145100      573300                  5               955          156
2145200      573300                  6               975           99
2145300      573300                  7              1012          153
2145400      573300                  7              1012           21
2145500      573300                  7              1012           93
2145600      573300                 10              1249          318
2145700      573300                  7              1004           48
2145800      573300                  5               974           48
2145900      573300                  7              1004           24
2146000      573300                  6               986          138
2146100      573300                  7              1008          126
2146200      573300                  7              1008           99
2146300      573300                  7              1008          348
2146400      573300                  5               962          123
2146500      573300                 10              1220          138
2146600      573300                  7              1004           60
2146700      573300                 10              1206           66
2146800      573300                  7              1004            0
2146900      573300                  7              1004            0
2147000      573300                  6               989           39
2147100      573300                  6               989          144
2147200      573300                  7              1004          147
2147300      573300                  6               984           81
2147400      573300                  6               984           63
2147500      573300                  6               980          114
2147600      573300                  7              1020           81
2147700      573300                  4               947          114
2147800      573300                  7              1020            0
2147900      576500                  6               985            9
2148000      576500                  6               985           87
2148100      576500                  6               985           48
2148201      576500                  6               985            0
2148202      576500                  6               985            0
2148300      576500                  6               985           15
2148400      576500                  9              1114          225
2148500      576500                  3               930           12
2148601      576500                  7              1009           57
2148602      576500                  7              1009           21
2148700      576500                  7              1009           42
2148800      576500                  7              1009            0
2148900      576500                  6               985          132
2149000      576500                  7              1010           60
2149100      576500                  7              1009           21
2149200      576500                  7              1010          195
2149300      576500                  7              1009           12
2149400      575200                  2               907          186
2149500      575200                  4               935           60
2149600      575200                  4               935          120
2149700      575200                  2               915          147
2149800      575200                  1               897           90
2149900      575200                  6               990           90
2150000      575200                  6               990           60
2150100      575200                  6               975           81
2150200      575200                  5               965          111
2150300      575200                  6               975           96
2150400      575200                  2               910          144
2150500      575200                  4               939          132
2150600      575200                  1               897           84
2150700      575200                  4               941          111
2150800      575200                  1               896          123
2150900      575200                  5               962          165
2151000      575200                  5               967          147
2151100      575200                  4               948           90
2151201      575200                  1               893           87
2151202      575200                  1               893            9
2151300      575200                  3               932          165
2151400      575200                  2               900          105
2151500      575200                  4               937          102
2151600      575200                  4               948           72
2151700      575300                  4               937           90
2151800      575300                  1               870          126
2151900      575300                  6               989           99
2152000      575300                  7              1006           69
2152100      575300                  6               989           72
2152200      575300                  8              1036          114
2152300      575300                  8              1036           87
2152401      575300                  3               933           33
2152402      575300                  3               933           75
2152501      575300                  7              1006           69
2152502      575300                  7              1006           21
2152600      575300                  3               931          123
2152700      575300                  4               937           81
2152800      575300                  2               901           69
2152900      575300                  2               901           84
2153000      575300                  4               940          105
2153100      575300                  9              1107           81
2153200      575300                  9              1107            3
2153300      575300                  9              1107          300
2153400      575300                  9              1107           39
2153500      575300                  2               903          114
2153601      575300                  3               932           27
2153602      575300                  3               932          153
2153700      575300                  1               860           60
2153800      575300                  1               860          132
2153900      575300                  3               921           84
2154000      575300                  3               921          123
2154100      575300                  2               906          135
2154200      575300                  4               937          123
2154300      575300                  5               964           69
2154400      575300                  5               964           48
2154500      575300                  6               976           54
2154600      575300                  6               976          117
2154700      575300                  3               931          111
2154800      575300                  3               934           99
2154900      575300                  6               994          108
2155000      575300                  3               934           90
2155100      575300                  6               985           69
2155200      575300                  6               985          150
2155300      575300                  6               976           48
2155400      575300                  6               976            0
2155500      575400                  5               957           75
2155600      575400                  5               957           51
2155700      575400                  5               969           48
2155800      575400                  5               969          171
2155900      575400                  3               919          102
2156000      575500                  1               885           33
2156100      575500                  1               885           66
2156200      575500                  2               914          126
2156300      575500                  2               914           45
2156400      575500                  4               947          138
2156500      575500                  4               947           36
2156600      575500                  5               964           39
2156700      575500                  5               964          111
2156800      573200                  8              1033           69
2156901      573200                  8              1033           42
2156902      573200                  8              1033           90
2157000      573200                  9              1095           36
2157100      573200                  9              1125          168
2157200      573200                  7              1022          108
2157300      573200                  9              1095          105
2157400      573200                  7              1022           96
2157500      573200                  8              1059           78
2157600      573200                  8              1070          129
2157701      573200                  8              1059           36
2157702      573200                  8              1059           78
2157800      573200                  8              1058           51
2157900      573200                  6               995          171
2158000      573200                  8              1058           72
2158100      573200                  7              1013           72
2158200      573200                  8              1033          117
2158300      573200                  7              1013           66
2158400      573200                  3               923          108
2158500      573200                  8              1031           84
2158600      573200                  5               972          114
2158700      573200                  8              1031           72
2158800      573200                  7              1004          135
2158900      573200                  7              1013           87
2159000      573200                  7              1013           87
2159100      573200                  7              1013           81
2159200      573200                  9              1123          231
2159300      573200                  8              1031            0
2159400      573200                  5               974           54
2159500      573200                 10              1331          288
2159600      573200                  8              1037          393
2159700      573200                  5               974           81
2159800      573200                 10              1310          330
2159900      573200                  8              1031           90
2160000      575600                  1               894          183
2160101      575600                  1               881          192
2160102      575600                  1               875          186
2160200      575600                  1               894           93
2160301      575600                  1               891           30
2160302      575600                  1               891           24
2160303      575600                  1               891           21
2160400      575600                  1               891           21
2160500      575600                  4               944           78
2160600      575600                  4               940          105
2160700      575600                  4               951          186
2160801      575600                  4               942           42
2160802      575600                  4               942           21
2160900      575600                  4               942          114
2161000      575600                  2               905          186
2161100      575600                  1               897          156
2161201      575600                  2               918           45
2161202      575600                  2               918           39
2161300      575600                  3               919          126
2161400      575600                  4               940          117
2161500      575600                  4               935          156
2161600      575600                  5               957           84
2161700      575600                  6               987           99
2161800      575600                  5               957          126
2161900      575600                  7              1019          138
2162000      575600                  4               944           87
2162100      575600                  4               943          135
2162200      575600                  3               935           99
2162300      575600                  7              1019          129
2162400      575600                  5               961          132
2162500      575600                  2               916          114
2162600      575600                  2               901           81
2162700      575600                  1               898            0
2162800      575600                  1               898           72
2162900      575600                  2               899          144
2163000      575600                  1               898           57
2163100      575600                  2               917          117
2163200      575600                  1               892          129
2163300      576300                 10              1306          186
2163400      576300                  3               930           87
2163500      576300                  7              1018           69
2163600      576300                  3               930           18
2163700      576300                  7              1018           63
2163800      576300                  6               976           33
2163900      576300                  6               976          105
2164000      576300                  8              1041           84
2164100      576300                  5               960          117
2164200      576300                  8              1041          114
2164300      576300                  5               962          138
2164400      576300                  5               962            6
2164500      576300                  5               963          117
2164600      576300                  8              1038           72
2164700      576300                  8              1037          189
2164800      576300                  8              1070          138
2164901      576300                  7              1006           66
2164902      576300                  7              1006           60
2165000      576300                  7              1015          135
2165100      576300                  8              1070           21
2165200      576300                  8              1038           99
2165300      576300                  6               994          129
2165400      576300                  6               988          183
2165500      576300                  8              1034          192
2165600      576300                  7              1023           57
2165700      576300                  7              1023           66
2165800      576300                  8              1036           63
2165900      576300                  8              1036           84
2166000      576300                  2               905            0
2166100      576300                 10              1257          120
2166200      576300                 10              1255          135
2166300      576300                  7              1028          102
2166400      576300                  6               983          114
2166500      576300                  3               928          153
2166600      576300                  4               940           90
2166700      576300                  7              1023           75
2166800      576300                  9              1085          204
2166900      576400                  8              1047           57
2167000      576400                  8              1047           60
2167100      576400                  5               967           63
2167200      576400                  8              1064           45
2167300      576400                  8              1064          144
2167400      576400                  5               967          174
2167500      576400                  8              1038          138
2167600      576400                  8              1038           66
2167700      576400                  5               969           99
2167800      576400                  7              1020           96
2167900      576400                  4               940          126
